"channel","lambda","y","xhat","Jhat","score"
"Laplace",0.7,-1.84,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.836,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.832,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.828,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.824,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.82,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.816,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.812,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.808,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.804,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.8,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.796,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.792,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.788,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.784,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.78,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.776,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.772,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.768,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.764,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.76,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.756,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.752,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.748,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.744,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.74,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.736,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.732,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.728,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.724,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.72,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.716,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.712,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.708,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.704,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.7,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.696,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.692,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.688,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.684,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.68,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.676,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.672,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.668,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.664,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.66,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.656,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.652,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.648,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.644,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.64,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.636,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.632,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.628,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.624,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.62,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.616,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.612,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.608,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.604,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.6,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.596,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.592,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.588,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.584,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.58,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.576,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.572,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.568,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.564,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.56,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.556,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.552,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.548,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.544,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.54,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.536,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.532,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.528,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.524,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.52,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.516,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.512,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.508,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.504,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.5,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.496,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.492,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.488,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.484,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.48,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.476,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.472,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.468,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.464,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.46,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.456,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.452,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.448,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.444,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.44,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.436,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.432,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.428,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.424,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.42,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.416,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.412,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.408,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.404,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.4,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.396,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.392,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.388,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.384,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.38,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.376,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.372,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.368,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.364,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.36,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.356,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.352,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.348,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.344,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.34,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.336,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.332,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.328,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.324,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.32,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.316,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.312,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.308,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.304,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.3,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.296,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.292,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.288,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.284,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.28,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.276,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.272,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.268,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.264,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.26,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.256,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.252,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.248,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.244,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.24,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.236,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.232,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.228,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.224,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.22,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.216,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.212,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.208,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.204,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.2,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.196,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.192,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.188,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.184,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.18,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.176,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.172,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.168,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.164,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.16,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.156,-0.537491754807629,-2.07498350961525,-1.98998021153831
"Laplace",0.7,-1.152,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.148,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.144,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.14,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.136,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.132,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.128,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.124,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.12,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.116,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.112,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.108,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.104,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.1,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.096,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.092,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.088,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.084,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.08,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.076,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.072,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.068,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.064,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.06,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.056,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.052,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.048,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.044,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.04,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.036,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.032,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.028,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.024,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.02,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.016,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.012,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.008,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1.004,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-1,-0.537491754807629,-2.07498350961526,-1.98998021153831
"Laplace",0.7,-0.996,-0.537458947476801,-2.0749178949536,-1.98990147394432
"Laplace",0.7,-0.992,-0.53736782111517,-2.07473564223035,-1.98968277067641
"Laplace",0.7,-0.988,-0.537220211008375,-2.07444042201676,-1.98932850642011
"Laplace",0.7,-0.984,-0.537017871578272,-2.07403574315655,-1.98884289178786
"Laplace",0.7,-0.98,-0.536762480824719,-2.07352496164944,-1.98822995397933
"Laplace",0.7,-0.976,-0.536455644478016,-2.07291128895602,-1.98749354674723
"Laplace",0.7,-0.972,-0.536098899883765,-2.07219779976752,-1.98663735972103
"Laplace",0.7,-0.968,-0.535693719640079,-2.07138743928015,-1.98566492713618
"Laplace",0.7,-0.964,-0.53524151500534,-2.07048303001068,-1.98457963601282
"Laplace",0.7,-0.96,-0.534743639093197,-2.0694872781864,-1.98338473382367
"Laplace",0.7,-0.956,-0.534201389870204,-2.06840277974041,-1.98208333568849
"Laplace",0.7,-0.952,-0.533616012970117,-2.06723202594023,-1.98067843112828
"Laplace",0.7,-0.948,-0.5329887043378,-2.0659774086756,-1.97917289041072
"Laplace",0.7,-0.944,-0.532320612714715,-2.06464122542944,-1.97756947051532
"Laplace",0.7,-0.94,-0.53161284197689,-2.06322568395378,-1.97587082074454
"Laplace",0.7,-0.936,-0.5308664533355,-2.06173290667099,-1.97407948800519
"Laplace",0.7,-0.932,-0.53008246740943,-2.06016493481885,-1.97219792178263
"Laplace",0.7,-0.928,-0.529261866178363,-2.05852373235672,-1.97022847882806
"Laplace",0.7,-0.924,-0.52840559482437,-2.05681118964874,-1.96817342757849
"Laplace",0.7,-0.92,-0.527514563469396,-2.05502912693879,-1.96603495232655
"Laplace",0.7,-0.916,-0.526589648815384,-2.05317929763078,-1.96381515715693
"Laplace",0.7,-0.912,-0.52563169569339,-2.05126339138679,-1.96151606966414
"Laplace",0.7,-0.908,-0.524641518527488,-2.04928303705497,-1.95913964446597
"Laplace",0.7,-0.904,-0.523619902718912,-2.04723980543783,-1.95668776652539
"Laplace",0.7,-0.9,-0.522567605955446,-2.04513521191088,-1.95416225429306
"Laplace",0.7,-0.896,-0.52148535945074,-2.04297071890148,-1.95156486268177
"Laplace",0.7,-0.892,-0.520373869117871,-2.04074773823573,-1.94889728588288
"Laplace",0.7,-0.888,-0.519233816681164,-2.03846763336233,-1.94616116003479
"Laplace",0.7,-0.884,-0.518065860730128,-2.03613172146026,-1.94335806575231
"Laplace",0.7,-0.88,-0.516870637718839,-2.03374127543767,-1.94048953052521
"Laplace",0.7,-0.876,-0.515648762914162,-2.03129752582833,-1.93755703099399
"Laplace",0.7,-0.872,-0.51440083129581,-2.02880166259162,-1.93456199510994
"Laplace",0.7,-0.868,-0.513127418410982,-2.02625483682196,-1.93150580418635
"Laplace",0.7,-0.864,-0.511829081186401,-2.0236581623728,-1.92838979484736
"Laplace",0.7,-0.86,-0.510506358700039,-2.02101271740008,-1.9252152608801
"Laplace",0.7,-0.856,-0.509159772914955,-2.01831954582991,-1.92198345499589
"Laplace",0.7,-0.852,-0.507789829377321,-2.01557965875465,-1.91869559050557
"Laplace",0.7,-0.848,-0.506397017880772,-2.01279403576154,-1.91535284291385
"Laplace",0.7,-0.844,-0.504981813098784,-2.00996362619757,-1.91195635143708
"Laplace",0.7,-0.84,-0.503544675187032,-2.00708935037407,-1.90850722044888
"Laplace",0.7,-0.836,-0.502086050357305,-2.00417210071461,-1.90500652085753
"Laplace",0.7,-0.832,-0.500606371424465,-2.00121274284893,-1.90145529141871
"Laplace",0.7,-0.828,-0.499106058328078,-1.99821211665615,-1.89785453998738
"Laplace",0.7,-0.824,-0.497585518629908,-1.99517103725982,-1.89420524471178
"Laplace",0.7,-0.82,-0.496045147988672,-1.99209029597733,-1.89050835517281
"Laplace",0.7,-0.816,-0.494485330613196,-1.9889706612264,-1.88676479347168
"Laplace",0.7,-0.812,-0.492906439695187,-1.98581287939037,-1.88297545526845
"Laplace",0.7,-0.808,-0.491308837822569,-1.98261767564513,-1.87914121077416
"Laplace",0.7,-0.804,-0.489692877374525,-1.97938575474905,-1.87526290569886
"Laplace",0.7,-0.8,-0.488058900899051,-1.9761178017981,-1.87134136215772
"Laplace",0.7,-0.796,-0.48640724147404,-1.97281448294807,-1.86737737953769
"Laplace",0.7,-0.792,-0.484738223052613,-1.96947644610523,-1.86337173532628
"Laplace",0.7,-0.788,-0.483052160793611,-1.96610432158722,-1.85932518590466
"Laplace",0.7,-0.784,-0.481349361377865,-1.96269872275573,-1.85523846730688
"Laplace",0.7,-0.78,-0.479630123311053,-1.95926024662211,-1.85111229594653
"Laplace",0.7,-0.776,-0.477894737213746,-1.95578947442748,-1.84694736931298
"Laplace",0.7,-0.772,-0.476143486099287,-1.95228697219858,-1.84274436663829
"Laplace",0.7,-0.768,-0.474376645640092,-1.94875329128018,-1.83850394953622
"Laplace",0.7,-0.764,-0.472594484422938,-1.94518896884587,-1.83422676261505
"Laplace",0.7,-0.76,-0.470797264193761,-1.94159452838752,-1.82991343406503
"Laplace",0.7,-0.756,-0.468985240092441,-1.93797048018487,-1.82556457622185
"Laplace",0.7,-0.752,-0.467158660878106,-1.93431732175621,-1.82118078610745
"Laplace",0.7,-0.748,-0.46531776914533,-1.93063553829066,-1.81676264594879
"Laplace",0.7,-0.744,-0.463462801531693,-1.92692560306339,-1.81231072367606
"Laplace",0.7,-0.74,-0.461593988917108,-1.92318797783421,-1.80782557340106
"Laplace",0.7,-0.736,-0.459711556615236,-1.91942311323048,-1.80330773587657
"Laplace",0.7,-0.732,-0.457815724557464,-1.91563144911493,-1.79875773893791
"Laplace",0.7,-0.728,-0.455906707469622,-1.91181341493924,-1.79417609792709
"Laplace",0.7,-0.724,-0.453984715041934,-1.90796943008387,-1.78956331610064
"Laplace",0.7,-0.72,-0.452049952092408,-1.90409990418482,-1.78491988502178
"Laplace",0.7,-0.716,-0.450102618723945,-1.90020523744789,-1.78024628493747
"Laplace",0.7,-0.712,-0.448142910475529,-1.89628582095106,-1.77554298514127
"Laplace",0.7,-0.708,-0.446171018467684,-1.89234203693536,-1.77081044432244
"Laplace",0.7,-0.704,-0.444187129542472,-1.88837425908495,-1.76604911090193
"Laplace",0.7,-0.7,-0.442191426398275,-1.88438285279654,-1.76125942335586
"Laplace",0.7,-0.696,-0.440184087719591,-1.88036817543918,-1.75644181052701
"Laplace",0.7,-0.692,-0.43816528830203,-1.87633057660406,-1.75159669192487
"Laplace",0.7,-0.688,-0.436135199172759,-1.87227039834552,-1.74672447801462
"Laplace",0.7,-0.684,-0.434093987706534,-1.86818797541307,-1.74182557049568
"Laplace",0.7,-0.68,-0.43204181773756,-1.86408363547513,-1.73690036257015
"Laplace",0.7,-0.676,-0.429978849667324,-1.85995769933465,-1.73194923920158
"Laplace",0.7,-0.672,-0.42790524056855,-1.85581048113711,-1.72697257736453
"Laplace",0.7,-0.668,-0.425821144285506,-1.85164228857103,-1.72197074628522
"Laplace",0.7,-0.664,-0.423726711530715,-1.84745342306143,-1.71694410767372
"Laplace",0.7,-0.66,-0.421622089978316,-1.84324417995663,-1.71189301594796
"Laplace",0.7,-0.656,-0.419507424354119,-1.83901484870825,-1.70681781844989
"Laplace",0.7,-0.652,-0.417382856522591,-1.83476571304519,-1.70171885565422
"Laplace",0.7,-0.648,-0.41524852557077,-1.83049705114154,-1.69659646136985
"Laplace",0.7,-0.644,-0.413104567889363,-1.82620913577873,-1.69145096293447
"Laplace",0.7,-0.64,-0.41095111725103,-1.82190223450205,-1.68628268140247
"Laplace",0.7,-0.636,-0.408788304886033,-1.81757660977206,-1.68109193172647
"Laplace",0.7,-0.632,-0.406616259555337,-1.81323251911068,-1.67587902293281
"Laplace",0.7,-0.628,-0.404435107621237,-1.80887021524248,-1.67064425829097
"Laplace",0.7,-0.624,-0.402244973115635,-1.80448994623127,-1.66538793547752
"Laplace",0.7,-0.62,-0.400045977806066,-1.80009195561214,-1.66011034673456
"Laplace",0.7,-0.616,-0.397838241259527,-1.79567648251906,-1.65481177902287
"Laplace",0.7,-0.612,-0.395621880904207,-1.79124376180841,-1.6494925141701
"Laplace",0.7,-0.608,-0.393397012089225,-1.78679402417845,-1.64415282901414
"Laplace",0.7,-0.604,-0.391163748142394,-1.78232749628479,-1.63879299554174
"Laplace",0.7,-0.6,-0.388922200426154,-1.77784440085232,-1.63341328102277
"Laplace",0.7,-0.596,-0.386672478391679,-1.77334495678336,-1.62801394814003
"Laplace",0.7,-0.592,-0.384414689631264,-1.76882937926253,-1.62259525511503
"Laplace",0.7,-0.588,-0.38214893992906,-1.76429787985812,-1.61715745582974
"Laplace",0.7,-0.584,-0.379875333310181,-1.75975066662037,-1.61170079994444
"Laplace",0.7,-0.58,-0.377593972088279,-1.75518794417656,-1.60622553301187
"Laplace",0.7,-0.576,-0.375304956911637,-1.75060991382327,-1.60073189658793
"Laplace",0.7,-0.572,-0.373008386807792,-1.74601677361559,-1.5952201283387
"Laplace",0.7,-0.568,-0.370704359226843,-1.74140871845368,-1.58969046214442
"Laplace",0.7,-0.564,-0.368392970083335,-1.73678594016667,-1.58414312820001
"Laplace",0.7,-0.56,-0.36607431379694,-1.73214862759389,-1.57857835311266
"Laplace",0.7,-0.556,-0.363748483331861,-1.72749696666371,-1.57299635999646
"Laplace",0.7,-0.552,-0.361415570235013,-1.72283114047003,-1.56739736856404
"Laplace",0.7,-0.548,-0.359075664673116,-1.71815132934623,-1.56178159521548
"Laplace",0.7,-0.544,-0.356728855468616,-1.71345771093724,-1.55614925312468
"Laplace",0.7,-0.54,-0.354375230134562,-1.70875046026913,-1.55050055232295
"Laplace",0.7,-0.536,-0.352014874908435,-1.70402974981687,-1.54483569978025
"Laplace",0.7,-0.532,-0.349647874784972,-1.69929574956995,-1.53915489948394
"Laplace",0.7,-0.528,-0.347274313548045,-1.69454862709609,-1.53345835251531
"Laplace",0.7,-0.524,-0.344894273801574,-1.68978854760315,-1.52774625712378
"Laplace",0.7,-0.52,-0.34250783699956,-1.68501567399912,-1.52201880879895
"Laplace",0.7,-0.516,-0.340115083475251,-1.6802301669505,-1.5162762003406
