"channel","lambda","y","xhat","Jhat","score"
"Gaussian",1.5,-0.3,-0.264904986323837,-1.52980997264767,-2.55961994529534
"Gaussian",1.5,-0.296,-0.261588171650613,-1.52317634330122,-2.54635268660245
"Gaussian",1.5,-0.292,-0.258263050952525,-1.51652610190506,-2.53305220381011
"Gaussian",1.5,-0.288,-0.254929712241498,-1.509859424483,-2.519718848966
"Gaussian",1.5,-0.284,-0.251588244490259,-1.50317648898052,-2.50635297796104
"Gaussian",1.5,-0.28,-0.248238737621958,-1.49647747524392,-2.49295495048784
"Gaussian",1.5,-0.276,-0.244881282499572,-1.48976256499914,-2.47952512999829
"Gaussian",1.5,-0.272,-0.241515970915142,-1.4830319418303,-2.46606388366059
"Gaussian",1.5,-0.268,-0.238142895578869,-1.47628579115774,-2.45257158231548
"Gaussian",1.5,-0.264,-0.234762150108002,-1.46952430021601,-2.43904860043201
"Gaussian",1.5,-0.26,-0.231373829015626,-1.46274765803125,-2.4254953160625
"Gaussian",1.5,-0.256,-0.227978027699248,-1.4559560553985,-2.411912110797
"Gaussian",1.5,-0.252,-0.224574842429275,-1.44914968485855,-2.3982993697171
"Gaussian",1.5,-0.248,-0.22116437033731,-1.44232874067462,-2.38465748134923
"Gaussian",1.5,-0.244,-0.217746709404354,-1.43549341880871,-2.37098683761742
"Gaussian",1.5,-0.24,-0.214321958448857,-1.42864391689772,-2.35728783379544
"Gaussian",1.5,-0.236,-0.210890217114635,-1.42178043422927,-2.34356086845854
"Gaussian",1.5,-0.232,-0.207451585858677,-1.41490317171737,-2.32980634343473
"Gaussian",1.5,-0.228,-0.204006165938846,-1.4080123318777,-2.31602466375539
"Gaussian",1.5,-0.224,-0.200554059401439,-1.40110811880288,-2.30221623760576
"Gaussian",1.5,-0.22,-0.197095369068675,-1.39419073813736,-2.28838147627471
"Gaussian",1.5,-0.216,-0.193630198526067,-1.38726039705214,-2.27452079410427
"Gaussian",1.5,-0.212,-0.190158652109678,-1.38031730421935,-2.26063460843871
"Gaussian",1.5,-0.208,-0.186680834893332,-1.37336166978667,-2.24672333957333
"Gaussian",1.5,-0.204,-0.183196852675699,-1.3663937053514,-2.23278741070279
"Gaussian",1.5,-0.2,-0.179706811967305,-1.35941362393461,-2.21882724786922
"Gaussian",1.5,-0.196,-0.176210819977487,-1.35242163995498,-2.20484327990995
"Gaussian",1.5,-0.192,-0.172708984601243,-1.34541796920249,-2.19083593840497
"Gaussian",1.5,-0.188,-0.169201414406036,-1.33840282881207,-2.17680565762413
"Gaussian",1.5,-0.184,-0.165688218618525,-1.33137643723706,-2.16275287447411
"Gaussian",1.5,-0.18,-0.162169507111244,-1.32433901422249,-2.14867802844498
"Gaussian",1.5,-0.176,-0.158645390389208,-1.31729078077841,-2.13458156155683
"Gaussian",1.5,-0.172,-0.155115979576486,-1.31023195915297,-2.12046391830594
"Gaussian",1.5,-0.168,-0.151581386402713,-1.30316277280542,-2.10632554561085
"Gaussian",1.5,-0.164,-0.14804172318956,-1.29608344637912,-2.09216689275824
"Gaussian",1.5,-0.16,-0.144497102837178,-1.28899420567436,-2.07798841134871
"Gaussian",1.5,-0.156,-0.140947638810568,-1.28189527762114,-2.06379055524228
"Gaussian",1.5,-0.152,-0.137393445125968,-1.27478689025193,-2.04957378050386
"Gaussian",1.5,-0.148,-0.133834636337156,-1.26766927267431,-2.03533854534862
"Gaussian",1.5,-0.144,-0.130271327521768,-1.26054265504354,-2.02108531008707
"Gaussian",1.5,-0.14,-0.126703634267569,-1.25340726853514,-2.00681453707028
"Gaussian",1.5,-0.136,-0.123131672658708,-1.24626334531742,-1.99252669063484
"Gaussian",1.5,-0.132,-0.119555559261949,-1.2391111185239,-1.97822223704779
"Gaussian",1.5,-0.128,-0.115975411112894,-1.23195082222579,-1.96390164445157
"Gaussian",1.5,-0.124,-0.112391345702185,-1.22478269140437,-1.94956538280874
"Gaussian",1.5,-0.12,-0.108803480961699,-1.2176069619234,-1.9352139238468
"Gaussian",1.5,-0.116,-0.105211935250726,-1.21042387050145,-1.9208477410029
"Gaussian",1.5,-0.112,-0.101616827342144,-1.20323365468428,-1.90646730936857
"Gaussian",1.5,-0.108,-0.098018276408592,-1.19603655281719,-1.89207310563438
"Gaussian",1.5,-0.104,-0.094416402008629,-1.18883280401726,-1.87766560803452
"Gaussian",1.5,-0.1,-0.0908113240729001,-1.1816226481458,-1.8632452962916
"Gaussian",1.5,-0.0960000000000001,-0.0872031628902905,-1.17440632578059,-1.84881265156117
"Gaussian",1.5,-0.0920000000000001,-0.0835920390940943,-1.16718407818819,-1.83436815637639
"Gaussian",1.5,-0.0880000000000001,-0.0799780736481699,-1.15995614729634,-1.81991229459268
"Gaussian",1.5,-0.0840000000000001,-0.0763613878331077,-1.15272277566621,-1.80544555133243
"Gaussian",1.5,-0.0800000000000001,-0.0727421032323954,-1.14548420646479,-1.79096841292958
"Gaussian",1.5,-0.0760000000000001,-0.0691203417185931,-1.13824068343718,-1.77648136687437
"Gaussian",1.5,-0.0720000000000001,-0.0654962254395069,-1.13099245087902,-1.76198490175803
"Gaussian",1.5,-0.0680000000000001,-0.0618698768043731,-1.12373975360875,-1.74747950721749
"Gaussian",1.5,-0.0640000000000001,-0.0582414184700447,-1.11648283694009,-1.73296567388018
"Gaussian",1.5,-0.06,-0.0546109733271863,-1.10922194665437,-1.71844389330875
"Gaussian",1.5,-0.056,-0.050978664486476,-1.10195732897295,-1.70391465794591
"Gaussian",1.5,-0.052,-0.0473446152648119,-1.09468923052963,-1.68937846105925
"Gaussian",1.5,-0.048,-0.0437089491715271,-1.08741789834306,-1.67483579668611
"Gaussian",1.5,-0.044,-0.0400717898946101,-1.08014357978923,-1.66028715957845
"Gaussian",1.5,-0.04,-0.0364332612869328,-1.07286652257387,-1.64573304514774
"Gaussian",1.5,-0.036,-0.0327934873524856,-1.06558697470497,-1.63117394940994
"Gaussian",1.5,-0.032,-0.0291525922326167,-1.05830518446523,-1.61661036893047
"Gaussian",1.5,-0.028,-0.0255107001922779,-1.05102140038456,-1.60204280076911
"Gaussian",1.5,-0.024,-0.0218679356062779,-1.04373587121256,-1.58747174242512
"Gaussian",1.5,-0.02,-0.0182244229455369,-1.03644884589108,-1.57289769178216
"Gaussian",1.5,-0.016,-0.0145802867633482,-1.0291605735267,-1.5583211470534
"Gaussian",1.5,-0.012,-0.0109356516816459,-1.02187130336329,-1.54374260672658
"Gaussian",1.5,-0.00800000000000001,-0.0072906423772673,-1.01458128475453,-1.52916256950907
"Gaussian",1.5,-0.004,-0.00364538356822931,-1.00729076713646,-1.51458153427292
"Gaussian",1.5,0,-2.19697586837452e-17,-0.999999999999999,-1.5
"Gaussian",1.5,0.00400000000000045,0.00364538356822959,-0.99270923286354,-1.48541846572708
"Gaussian",1.5,0.00800000000000001,0.00729064237726733,-0.985418715245466,-1.47083743049093
"Gaussian",1.5,0.0120000000000005,0.0109356516816462,-0.978128696636705,-1.45625739327341
"Gaussian",1.5,0.016,0.0145802867633482,-0.970839426473307,-1.44167885294661
"Gaussian",1.5,0.0200000000000005,0.0182244229455367,-0.96355115410893,-1.42710230821786
"Gaussian",1.5,0.024,0.0218679356062779,-0.956264128787447,-1.41252825757489
"Gaussian",1.5,0.0280000000000005,0.0255107001922781,-0.948978599615442,-1.39795719923088
"Gaussian",1.5,0.032,0.0291525922326169,-0.941694815534765,-1.38338963106953
"Gaussian",1.5,0.0360000000000005,0.0327934873524861,-0.934413025295029,-1.36882605059006
"Gaussian",1.5,0.04,0.0364332612869327,-0.927133477426142,-1.35426695485228
"Gaussian",1.5,0.0440000000000005,0.0400717898946105,-0.919856420210782,-1.33971284042156
"Gaussian",1.5,0.048,0.0437089491715274,-0.91258210165695,-1.3251642033139
"Gaussian",1.5,0.0520000000000005,0.0473446152648125,-0.90531076947038,-1.31062153894076
"Gaussian",1.5,0.056,0.050978664486476,-0.898042671027054,-1.2960853420541
"Gaussian",1.5,0.0600000000000005,0.0546109733271867,-0.890778053345624,-1.28155610669125
"Gaussian",1.5,0.0640000000000001,0.0582414184700446,-0.883517163059917,-1.26703432611983
"Gaussian",1.5,0.0680000000000005,0.0618698768043734,-0.876260246391255,-1.25252049278251
"Gaussian",1.5,0.0720000000000001,0.0654962254395071,-0.869007549120986,-1.23801509824197
"Gaussian",1.5,0.0760000000000005,0.0691203417185932,-0.86175931656281,-1.22351863312562
"Gaussian",1.5,0.0800000000000001,0.072742103232395,-0.854515793535214,-1.20903158707043
"Gaussian",1.5,0.0840000000000005,0.0763613878331073,-0.847277224333785,-1.19455444866757
"Gaussian",1.5,0.0880000000000001,0.0799780736481697,-0.840043852703658,-1.18008770540732
"Gaussian",1.5,0.0920000000000005,0.0835920390940947,-0.832815921811812,-1.16563184362362
"Gaussian",1.5,0.0960000000000001,0.0872031628902908,-0.825593674219424,-1.15118734843884
"Gaussian",1.5,0.0999999999999996,0.0908113240728998,-0.818377351854205,-1.13675470370841
"Gaussian",1.5,0.104,0.0944164020086297,-0.811167195982745,-1.12233439196549
"Gaussian",1.5,0.108,0.098018276408592,-0.803963447182817,-1.10792689436563
"Gaussian",1.5,0.112,0.101616827342144,-0.796766345315715,-1.09353269063143
"Gaussian",1.5,0.116,0.105211935250725,-0.789576129498552,-1.0791522589971
"Gaussian",1.5,0.12,0.108803480961699,-0.782393038076606,-1.06478607615321
"Gaussian",1.5,0.124,0.112391345702185,-0.775217308595632,-1.05043461719126
"Gaussian",1.5,0.128,0.115975411112893,-0.768049177774215,-1.03609835554843
"Gaussian",1.5,0.132,0.119555559261948,-0.760888881476106,-1.02177776295221
"Gaussian",1.5,0.136,0.123131672658708,-0.753736654682584,-1.00747330936517
"Gaussian",1.5,0.14,0.126703634267569,-0.746592731464862,-0.993185462929724
"Gaussian",1.5,0.144,0.130271327521768,-0.739457344956463,-0.978914689912927
"Gaussian",1.5,0.148,0.133834636337155,-0.732330727325691,-0.964661454651382
"Gaussian",1.5,0.152,0.137393445125968,-0.725213109748065,-0.950426219496129
"Gaussian",1.5,0.156,0.140947638810569,-0.718104722378864,-0.936209444757728
"Gaussian",1.5,0.16,0.144497102837178,-0.711005794325645,-0.92201158865129
"Gaussian",1.5,0.164,0.148041723189561,-0.70391655362088,-0.907833107241758
"Gaussian",1.5,0.168,0.151581386402712,-0.696837227194579,-0.893674454389156
"Gaussian",1.5,0.172,0.155115979576486,-0.689768040847031,-0.879536081694061
"Gaussian",1.5,0.176,0.158645390389209,-0.682709219221585,-0.865418438443169
"Gaussian",1.5,0.18,0.162169507111244,-0.675660985777513,-0.851321971555026
"Gaussian",1.5,0.184,0.165688218618526,-0.668623562762951,-0.837247125525901
"Gaussian",1.5,0.188,0.169201414406034,-0.661597171187931,-0.823194342375863
"Gaussian",1.5,0.192,0.172708984601243,-0.654582030797518,-0.809164061595034
"Gaussian",1.5,0.196,0.176210819977488,-0.647578360045028,-0.795156720090055
"Gaussian",1.5,0.2,0.179706811967306,-0.64058637606539,-0.781172752130779
"Gaussian",1.5,0.204,0.183196852675698,-0.633606294648606,-0.767212589297211
"Gaussian",1.5,0.208,0.186680834893332,-0.626638330213335,-0.753276660426669
"Gaussian",1.5,0.212,0.190158652109678,-0.619682695780649,-0.739365391561296
"Gaussian",1.5,0.216,0.193630198526067,-0.61273960294787,-0.725479205895739
"Gaussian",1.5,0.22,0.197095369068678,-0.605809261862648,-0.711618523725294
"Gaussian",1.5,0.224,0.20055405940144,-0.598891881197122,-0.697783762394242
"Gaussian",1.5,0.228,0.204006165938847,-0.591987668122306,-0.683975336244613
"Gaussian",1.5,0.232,0.207451585858679,-0.585096828282647,-0.670193656565291
"Gaussian",1.5,0.236,0.210890217114635,-0.578219565770732,-0.656439131541464
"Gaussian",1.5,0.24,0.214321958448858,-0.571356083102287,-0.642712166204573
"Gaussian",1.5,0.244,0.217746709404355,-0.564506581191291,-0.629013162382582
"Gaussian",1.5,0.248,0.221164370337309,-0.557671259325384,-0.615342518650767
"Gaussian",1.5,0.252,0.224574842429274,-0.550850315141454,-0.601700630282906
"Gaussian",1.5,0.256,0.22797802769925,-0.544043944601502,-0.588087889203004
"Gaussian",1.5,0.26,0.231373829015625,-0.537252341968751,-0.574504683937502
"Gaussian",1.5,0.264,0.234762150108002,-0.530475699783999,-0.560951399567996
"Gaussian",1.5,0.268,0.238142895578868,-0.523714208842266,-0.547428417684532
"Gaussian",1.5,0.272,0.241515970915145,-0.516968058169712,-0.533936116339424
"Gaussian",1.5,0.276,0.244881282499573,-0.510237435000856,-0.520474870001711
"Gaussian",1.5,0.28,0.24823873762196,-0.50352252475608,-0.507045049512161
"Gaussian",1.5,0.284,0.251588244490259,-0.496823511019486,-0.49364702203897
"Gaussian",1.5,0.288,0.254929712241497,-0.490140575517009,-0.480281151034017
"Gaussian",1.5,0.292,0.258263050952527,-0.483473898094949,-0.466947796189897
"Gaussian",1.5,0.296,0.261588171650613,-0.476823656698777,-0.453647313397552
"Gaussian",1.5,0.3,0.264904986323837,-0.470190027352327,-0.440380054704653
"Gaussian",1.5,0.304,0.268213407931323,-0.463573184137356,-0.427146368274712
"Gaussian",1.5,0.308,0.271513350413273,-0.456973299173457,-0.413946598346912
"Gaussian",1.5,0.312,0.274804728700813,-0.450390542598378,-0.400781085196753
"Gaussian",1.5,0.316,0.278087458725645,-0.44382508254871,-0.38765016509742
"Gaussian",1.5,0.32,0.281361457429489,-0.437277085141023,-0.374554170282045
"Gaussian",1.5,0.324,0.284626642773325,-0.430746714453355,-0.361493428906709
"Gaussian",1.5,0.328,0.287882933746421,-0.42423413250716,-0.348468265014318
"Gaussian",1.5,0.332,0.291130250375151,-0.417739499249701,-0.335478998499401
"Gaussian",1.5,0.336,0.294368513731584,-0.411262972536833,-0.322525945073665
"Gaussian",1.5,0.34,0.297597645941855,-0.404804708116293,-0.309609416232585
"Gaussian",1.5,0.344,0.300817570194308,-0.398364859611384,-0.296729719222768
"Gaussian",1.5,0.348,0.304028210747399,-0.391943578505204,-0.283887157010406
"Gaussian",1.5,0.352,0.307229492937374,-0.385541014125254,-0.271082028250507
"Gaussian",1.5,0.356,0.310421343185691,-0.379157313628621,-0.258314627257241
"Gaussian",1.5,0.36,0.313603689006211,-0.372792621987578,-0.245585243975155
"Gaussian",1.5,0.364,0.316776459012137,-0.366447081975728,-0.232894163951456
"Gaussian",1.5,0.368,0.319939582922695,-0.360120834154611,-0.220241668309221
"Gaussian",1.5,0.372,0.323092991569566,-0.353814016860871,-0.207628033721741
"Gaussian",1.5,0.376,0.326236616903062,-0.347526766193878,-0.195053532387755
"Gaussian",1.5,0.38,0.329370391998031,-0.341259216003942,-0.182518432007881
"Gaussian",1.5,0.384,0.332494251059507,-0.335011497880987,-0.170022995761974
"Gaussian",1.5,0.388,0.335608129428088,-0.328783741143825,-0.15756748228765
"Gaussian",1.5,0.392,0.338711963585046,-0.322576072829909,-0.145152145659818
"Gaussian",1.5,0.396,0.341805691157161,-0.31638861768568,-0.132777235371359
"Gaussian",1.5,0.4,0.344889250921285,-0.310221498157432,-0.120442996314863
"Gaussian",1.5,0.404,0.347962582808628,-0.304074834382743,-0.108149668765487
"Gaussian",1.5,0.408,0.351025627908764,-0.297948744182475,-0.0958974883649475
"Gaussian",1.5,0.412,0.354078328473353,-0.291843343053297,-0.0836866861065931
"Gaussian",1.5,0.416,0.35712062791959,-0.285758744160823,-0.0715174883216435
"Gaussian",1.5,0.42,0.36015247083336,-0.279695058333282,-0.0593901166665621
"Gaussian",1.5,0.424,0.363173802972117,-0.273652394055767,-0.0473047881115325
"Gaussian",1.5,0.428,0.366184571267469,-0.267630857465062,-0.0352617149301243
"Gaussian",1.5,0.432,0.36918472382748,-0.261630552345041,-0.0232611046900807
"Gaussian",1.5,0.436,0.372174209938685,-0.255651580122633,-0.0113031602452636
"Gaussian",1.5,0.44,0.375152980067814,-0.249694039864375,0.000611920271251121
"Gaussian",1.5,0.444,0.378120985863227,-0.243758028273549,0.0124839434529037
"Gaussian",1.5,0.448,0.381078180156067,-0.237843639687867,0.024312720624267
"Gaussian",1.5,0.452,0.384024516961113,-0.231950966077776,0.0360980678444484
"Gaussian",1.5,0.456,0.386959951477352,-0.2260800970453,0.0478398059094018
"Gaussian",1.5,0.46,0.389884440088255,-0.220231119823491,0.059537760353018
"Gaussian",1.5,0.464,0.392797940361782,-0.214404119276437,0.0711917614471259
"Gaussian",1.5,0.468,0.395700411050074,-0.208599177899854,0.0828016442002923
"Gaussian",1.5,0.472,0.39859181208888,-0.20281637582224,0.0943672483555206
"Gaussian",1.5,0.476,0.401472104596691,-0.197055790806619,0.105888418386762
"Gaussian",1.5,0.48,0.404341250873586,-0.191317498252831,0.11736500349434
"Gaussian",1.5,0.484,0.407199214399796,-0.185601571200408,0.128796857599185
"Gaussian",1.5,0.488,0.410045959834003,-0.179908080331996,0.140183839336009
"Gaussian",1.5,0.492,0.412881453011326,-0.174237093977348,0.151525812045304
"Gaussian",1.5,0.496,0.415705660941068,-0.168588678117862,0.162822643764275
"Gaussian",1.5,0.5,0.418518551804155,-0.16296289639169,0.174074207216619
"Gaussian",1.5,0.504,0.42132009495032,-0.15735981009936,0.18528037980128
"Gaussian",1.5,0.508,0.424110260895011,-0.151779478209976,0.196441043580047
"Gaussian",1.5,0.512,0.426889021316034,-0.146221957367933,0.207556085264134
"Gaussian",1.5,0.516,0.429656349049913,-0.140687301900176,0.218625396199648
"Gaussian",1.5,0.52,0.432412218088017,-0.135175563823967,0.229648872352066
"Gaussian",1.5,0.524,0.435156603572398,-0.129686792855202,0.240626414289596
"Gaussian",1.5,0.528,0.437889481791393,-0.124221036417213,0.251557927165573
"Gaussian",1.5,0.532,0.440610830174951,-0.118778339650096,0.262443320699806
"Gaussian",1.5,0.536,0.443320627289734,-0.11335874542053,0.273282509158939
"Gaussian",1.5,0.54,0.446018852833949,-0.107962294332101,0.284075411335797
"Gaussian",1.5,0.544,0.448705487631953,-0.102589024736094,0.294821950527811
"Gaussian",1.5,0.548,0.451380513628602,-0.0972389727427954,0.305522054514409
"Gaussian",1.5,0.552,0.454043913883385,-0.0919121722332294,0.316175655533541
"Gaussian",1.5,0.556,0.456695672564305,-0.0866086548713906,0.326782690257219
"Gaussian",1.5,0.56,0.459335774941545,-0.0813284501169101,0.33734309976618
"Gaussian",1.5,0.564,0.461964207380905,-0.0760715852381887,0.347856829523622
"Gaussian",1.5,0.568,0.464580957337025,-0.0708380853259498,0.3583238293481
"Gaussian",1.5,0.572,0.467186013346383,-0.0656279733072347,0.368744053385531
"Gaussian",1.5,0.576,0.469779365020092,-0.0604412699598166,0.379117460080367
"Gaussian",1.5,0.58,0.472361003036485,-0.0552779939270296,0.389444012145941
"Gaussian",1.5,0.584,0.474930919133504,-0.0501381617329908,0.399723676534018
"Gaussian",1.5,0.588,0.477489106100883,-0.045021787798234,0.409956424403532
"Gaussian",1.5,0.592,0.480035557772146,-0.039928884455707,0.420142231088586
"Gaussian",1.5,0.596,0.482570269016417,-0.0348594619671658,0.430281076065669
"Gaussian",1.5,0.6,0.485093235730044,-0.0298135285399126,0.440372942920175
"Gaussian",1.5,0.604,0.487604454828047,-0.0247910903439078,0.450417819312185
"Gaussian",1.5,0.608,0.490103924235395,-0.0197921515292106,0.460415696941579
"Gaussian",1.5,0.612,0.492591642878112,-0.0148167142437759,0.470366571512448
"Gaussian",1.5,0.616,0.495067610674224,-0.00986477865155357,0.480270442696893
"Gaussian",1.5,0.62,0.497531828524543,-0.00493634295091511,0.49012731409817
"Gaussian",1.5,0.624,0.499984298303304,-3.1403393392996e-05,0.499937193213214
"Gaussian",1.5,0.628,0.502425022848653,0.00485004569730698,0.509700091394613
"Gaussian",1.5,0.632,0.504854005952991,0.00970801190598065,0.519416023811962
"Gaussian",1.5,0.636,0.507271252353179,0.0145425047063576,0.529085009412716
"Gaussian",1.5,0.64,0.509676767720622,0.0193535354412435,0.538707070882487
"Gaussian",1.5,0.644,0.512070558651211,0.0241411173024219,0.548282234604844
"Gaussian",1.5,0.648,0.514452632655154,0.0289052653103083,0.557810530620617
"Gaussian",1.5,0.652,0.516822998146691,0.0336459962933822,0.567291992586764
"Gaussian",1.5,0.656,0.519181664433688,0.0383633288673761,0.576726657734752
"Gaussian",1.5,0.66,0.521528641707138,0.0430572834142777,0.586114566828555
"Gaussian",1.5,0.664,0.523863941030554,0.04772788206111,0.595455764122219
"Gaussian",1.5,0.668,0.526187574329268,0.052375148658536,0.604750297317072
"Gaussian",1.5,0.672,0.528499554379634,0.0569991087592691,0.613998217518538
"Gaussian",1.5,0.676,0.530799894798164,0.0615997895963286,0.623199579192657
"Gaussian",1.5,0.68,0.533088610030558,0.0661772200611162,0.632354440122232
"Gaussian",1.5,0.684,0.535365715340682,0.0707314306813646,0.641462861362729
"Gaussian",1.5,0.688,0.537631226799462,0.0752624535989235,0.650524907197847
"Gaussian",1.5,0.692,0.539885161273717,0.0797703225474354,0.65954064509487
"Gaussian",1.5,0.696,0.542127536414938,0.0842550728298758,0.668510145659752
"Gaussian",1.5,0.7,0.544358370648,0.0887167412959981,0.677433482591997
"Gaussian",1.5,0.704,0.546577683159831,0.0931553663196624,0.686310732639325
"Gaussian",1.5,0.708,0.548785493888045,0.0975709877760894,0.695141975552179
"Gaussian",1.5,0.712,0.550981823509511,0.101963647019022,0.703927294038044
"Gaussian",1.5,0.716,0.553166693428909,0.106333386857818,0.712666773715636
"Gaussian",1.5,0.72,0.555340125767243,0.110680251534486,0.721360503068972
"Gaussian",1.5,0.724,0.55750214335033,0.115004286700663,0.730008573401324
"Gaussian",1.5,0.728,0.559652769697271,0.119305539394545,0.738611078789089
"Gaussian",1.5,0.732,0.561792029008898,0.123584058017795,0.74716811603559
"Gaussian",1.5,0.736,0.563919946156206,0.127839892312413,0.755679784624825
"Gaussian",1.5,0.74,0.566036546668796,0.132073093337593,0.764146186675186
"Gaussian",1.5,0.744,0.568141856723287,0.136283713446573,0.772567426893146
"Gaussian",1.5,0.748,0.570235903131742,0.140471806263485,0.78094361252697
"Gaussian",1.5,0.752,0.572318713330104,0.144637426660209,0.789274853320417
"Gaussian",1.5,0.756,0.574390315366624,0.148780630733252,0.797561261466502
"Gaussian",1.5,0.76,0.576450737890317,0.152901475780637,0.805802951561272
"Gaussian",1.5,0.764,0.578500010139421,0.157000020278843,0.814000040557686
"Gaussian",1.5,0.768,0.580538161929883,0.161076323859766,0.822152647719532
"Gaussian",1.5,0.772,0.582565223643873,0.165130447287749,0.830260894575497
"Gaussian",1.5,0.776,0.584581226218321,0.169162452436641,0.838324904873282
"Gaussian",1.5,0.78,0.586586201133472,0.173172402266942,0.846344804533885
"Gaussian",1.5,0.784,0.588580180401503,0.177160360803006,0.854320721606012
"Gaussian",1.5,0.788,0.59056319655516,0.181126393110319,0.862252786220638
"Gaussian",1.5,0.792,0.592535282636432,0.185070565272866,0.870141130545731
"Gaussian",1.5,0.796,0.594496472185292,0.188992944370584,0.877985888741167
"Gaussian",1.5,0.8,0.596446799228455,0.192893598456909,0.885787196913818
"Gaussian",1.5,0.804,0.598386298268217,0.196772596536434,0.893545193072869
"Gaussian",1.5,0.808,0.600315004271331,0.200630008542663,0.901260017085325
"Gaussian",1.5,0.812,0.602232952657945,0.204465905315891,0.908931810631781
"Gaussian",1.5,0.816,0.604140179290596,0.208280358581193,0.916560717162386
"Gaussian",1.5,0.82,0.606036720463277,0.212073440926555,0.924146881853108
"Gaussian",1.5,0.824,0.607922612890554,0.21584522578111,0.931690451562219
"Gaussian",1.5,0.828,0.60979789369677,0.219595787393542,0.939191574787084
"Gaussian",1.5,0.832,0.611662600405301,0.223325200810603,0.946650401621206
"Gaussian",1.5,0.836,0.613516770927897,0.227033541855797,0.954067083711592
"Gaussian",1.5,0.84,0.615360443554099,0.230720887108199,0.961441774216398
"Gaussian",1.5,0.844,0.617193656940721,0.234387313881446,0.96877462776289
"Gaussian",1.5,0.848,0.619016450101433,0.238032900202867,0.976065800405733
"Gaussian",1.5,0.852,0.620828862396401,0.241657724792803,0.983315449585605
"Gaussian",1.5,0.856,0.622630933522035,0.245261867044069,0.99052373408814
"Gaussian",1.5,0.86,0.624422703500806,0.248845407001613,0.997690814003226
"Gaussian",1.5,0.864,0.626204212671162,0.252408425342325,1.00481685068465
"Gaussian",1.5,0.868,0.627975501677525,0.255951003355049,1.0119020067101
"Gaussian",1.5,0.872,0.629736611460383,0.259473222920765,1.01894644584153
"Gaussian",1.5,0.876,0.63148758324648,0.262975166492961,1.02595033298592
"Gaussian",1.5,0.88,0.633228458539094,0.266456917078189,1.03291383415638
"Gaussian",1.5,0.884,0.634959279108411,0.269918558216826,1.03983711643365
"Gaussian",1.5,0.888,0.636680086982005,0.273360173964012,1.04672034792802
"Gaussian",1.5,0.892,0.638390924435402,0.276781848870803,1.05356369774161
"Gaussian",1.5,0.896,0.640091833982756,0.280183667965515,1.06036733593103
"Gaussian",1.5,0.9,0.641782858367634,0.283565716735268,1.06713143347054
"Gaussian",1.5,0.904,0.643464040553872,0.286928081107746,1.07385616221549
"Gaussian",1.5,0.908,0.645135423716574,0.290270847433149,1.0805416948663
"Gaussian",1.5,0.912,0.646797051233184,0.293594102466368,1.08718820493274
"Gaussian",1.5,0.916,0.64844896667468,0.296897933349362,1.09379586669872
"Gaussian",1.5,0.92,0.650091213796873,0.300182427593747,1.10036485518749
"Gaussian",1.5,0.924,0.651723836531802,0.303447673063605,1.10689534612721
"Gaussian",1.5,0.928,0.65334687897925,0.3066937579585,1.113387515917
"Gaussian",1.5,0.932,0.65496038539836,0.309920770796721,1.11984154159344
"Gaussian",1.5,0.936,0.656564400199362,0.313128800398727,1.12625760079745
"Gaussian",1.5,0.94,0.658158967935415,0.31631793587083,1.13263587174166
"Gaussian",1.5,0.944,0.659744133294538,0.319488266589079,1.13897653317816
"Gaussian",1.5,0.948,0.661319941091687,0.322639882183376,1.14527976436675
"Gaussian",1.5,0.952,0.662886436260905,0.32577287252181,1.15154574504362
"Gaussian",1.5,0.956,0.664443663847604,0.32888732769521,1.15777465539042
"Gaussian",1.5,0.96,0.665991669000961,0.331983338001921,1.16396667600384
"Gaussian",1.5,0.964,0.667530496966402,0.335060993932807,1.17012198786561
"Gaussian",1.5,0.968,0.669060193078232,0.338120386156466,1.17624077231293
"Gaussian",1.5,0.972,0.67058080275234,0.34116160550468,1.18232321100936
"Gaussian",1.5,0.976,0.672092371479039,0.344184742958076,1.18836948591615
"Gaussian",1.5,0.98,0.673594944816011,0.347189889632022,1.19437977926404
"Gaussian",1.5,0.984,0.675088568381364,0.350177136762728,1.20035427352546
"Gaussian",1.5,0.988,0.676573287846792,0.353146575693588,1.20629315138717
"Gaussian",1.5,0.992,0.678049148930866,0.356098297861732,1.21219659572346
"Gaussian",1.5,0.996,0.6795161973924,0.359032394784803,1.2180647895696
"Gaussian",1.5,1,0.680974479023974,0.36194895804795,1.2238979160959
"Gaussian",1.5,1.004,0.682424039645527,0.364848079291053,1.22969615858211
"Gaussian",1.5,1.008,0.683864925098075,0.367729850196152,1.2354597003923
"Gaussian",1.5,1.012,0.685297181237553,0.370594362475106,1.24118872495021
"Gaussian",1.5,1.016,0.686720853928734,0.373441707857466,1.24688341571493
"Gaussian",1.5,1.02,0.688135989039283,0.376271978078566,1.25254395615713
"Gaussian",1.5,1.024,0.689542632433912,0.379085264867824,1.25817052973565
"Gaussian",1.5,1.028,0.690940829968637,0.381881659937272,1.26376331987454
"Gaussian",1.5,1.032,0.692330627485142,0.384661254970283,1.26932250994057
"Gaussian",1.5,1.036,0.693712070805259,0.387424141610519,1.27484828322104
"Gaussian",1.5,1.04,0.69508520572555,0.390170411451099,1.2803408229022
"Gaussian",1.5,1.044,0.696450078011977,0.392900156023957,1.28580031204791
