"required_revenue","lambda","achieved_revenue","welfare","efficiency","build_probability","channel","epsilon"
0.0890701586508145,10.4206219969903,0.089497951355493,99.7915955079784,0.99746397953122,0.9974,"Logistic",2
0.111337698313518,11.209189421764,0.111401485792802,99.5539833779903,0.995088934422899,0.99495,"Logistic",2
0.133605237976222,12.0280101342004,0.133978457403028,99.2894313675356,0.992444612525871,0.99225,"Logistic",2
0.155872777638925,12.7921770904117,0.155948486028666,99.0142523042058,0.989694068232081,0.98945,"Logistic",2
0.178140317301629,13.2994136074764,0.178374100108197,98.7212316971221,0.986765189308575,0.98645,"Logistic",2
0.200407856964333,13.9339757817895,0.200562782954671,98.4187688689821,0.983741930940163,0.98335,"Logistic",2
0.222675396627036,14.4900637134214,0.222881967022453,98.0987018557545,0.980542710453652,0.9801,"Logistic",2
0.24494293628974,14.9293661562533,0.245170433809338,97.7697354543844,0.977254536392777,0.97675,"Logistic",2
0.267210475952444,15.4426722595341,0.267390432133688,97.4290768985936,0.973849493743737,0.9733,"Logistic",2
0.289478015615147,15.9097686699484,0.289549657497803,97.0813329987411,0.970373629744981,0.96975,"Logistic",2
0.311745555277851,16.3794108419349,0.31199503435353,96.718404991635,0.966745993445465,0.96605,"Logistic",2
0.334013094940554,16.8533519466459,0.334123658187773,96.3480243563641,0.963043864618703,0.9623,"Logistic",2
0.356280634603258,17.3702489945938,0.356426120871831,95.9675653931105,0.959240998158822,0.958399999999999,"Logistic",2
0.378548174265962,17.8319013545285,0.378731372541159,95.5724208477576,0.955291342391807,0.954399999999999,"Logistic",2
0.400815713928665,18.2121566685549,0.401070639973627,95.1686408752893,0.951255371465167,0.950299999999999,"Logistic",2
0.423083253591369,18.6403143930929,0.423185957077903,94.7624785469588,0.947195587770057,0.946149999999999,"Logistic",2
0.445350793254073,19.153029932128,0.445546416499645,94.3382802325809,0.942955525902964,0.941849999999999,"Logistic",2
0.467618332916776,19.6841138174672,0.467839787155781,93.905974657667,0.93863442814987,0.937449999999999,"Logistic",2
0.48988587257948,20.0812543068026,0.490081262102564,93.4622950986371,0.934199642070604,0.932949999999999,"Logistic",2
0.512153412242183,20.6344142431213,0.512331291271084,93.0120911949047,0.929699642094338,0.92835,"Logistic",2
0.534420951904887,21.1225067809571,0.534477832883201,92.5465500034283,0.925046338706192,0.92365,"Logistic",2
0.556688491567591,21.6318169661662,0.556829217739133,92.0657251569977,0.920240267991151,0.918800000000001,"Logistic",2
0.578956031230294,22.0827066458719,0.57912305040626,91.5781141197041,0.915366366103458,0.913850000000001,"Logistic",2
0.601223570892998,22.6558311371534,0.601344686331429,91.0808867072342,0.910396344018436,0.908800000000002,"Logistic",2
