"channel","n","lambda","probability","ci_lower","ci_upper","collapse_coordinate","channel_display","population_label"
"Laplace",50,0.6,0.9491,0.944617048620744,0.953238044042714,-2.3977699352804,"Laplace","n = 50"
"Laplace",50,0.65,0.9146,0.908961903351123,0.919919685199911,-2.09804869337035,"Laplace","n = 50"
"Laplace",50,0.7,0.8709,0.864185326785528,0.877329823223104,-1.7983274514603,"Laplace","n = 50"
"Laplace",50,0.75,0.8143,0.806558215184402,0.821800403439791,-1.49860620955025,"Laplace","n = 50"
"Laplace",50,0.8,0.7543,0.7457657306055,0.762638967823174,-1.1988849676402,"Laplace","n = 50"
"Laplace",50,0.85,0.6903,0.681166087342329,0.699287762877792,-0.899163725730151,"Laplace","n = 50"
"Laplace",50,0.9,0.6254,0.615866938824057,0.634836754384577,-0.599442483820101,"Laplace","n = 50"
"Laplace",50,0.95,0.5628,0.55305550702526,0.572496262779383,-0.29972124191005,"Laplace","n = 50"
"Laplace",50,1,0.5015,0.491701529891739,0.511297318113149,0,"Laplace","n = 50"
"Laplace",50,1.05,0.4426,0.432888856209495,0.452355226803459,0.299721241910051,"Laplace","n = 50"
"Laplace",50,1.1,0.3885,0.378991508990487,0.398094122646174,0.599442483820102,"Laplace","n = 50"
"Laplace",50,1.15,0.3401,0.330877798126699,0.349445004552243,0.899163725730152,"Laplace","n = 50"
"Laplace",50,1.2,0.2983,0.289411771901545,0.307343133041186,1.1988849676402,"Laplace","n = 50"
"Laplace",50,1.25,0.2614,0.252880758211403,0.270102485811084,1.49860620955025,"Laplace","n = 50"
"Laplace",50,1.3,0.2272,0.219092966343613,0.235516543167428,1.7983274514603,"Laplace","n = 50"
"Laplace",50,1.35,0.1994,0.191685060460476,0.207345799359975,2.09804869337035,"Laplace","n = 50"
"Laplace",50,1.4,0.173,0.165712417119357,0.180538717815066,2.39776993528041,"Laplace","n = 50"
"Laplace",50,1.45,0.15,0.143135981360774,0.157132817498699,2.69749117719046,"Laplace","n = 50"
"Laplace",50,1.5,0.133,0.126485170746801,0.139796684057275,2.99721241910051,"Laplace","n = 50"
"Laplace",50,1.55,0.1159,0.109773022607518,0.122321964940835,3.29693366101056,"Laplace","n = 50"
"Laplace",50,1.6,0.1,0.0942728301706305,0.106034368525911,3.59665490292061,"Laplace","n = 50"
"Laplace",50,1.65,0.089,0.0835757885669585,0.0947398580937377,3.89637614483066,"Laplace","n = 50"
"Laplace",50,1.7,0.0774,0.0723232543418793,0.0828013010810166,4.19609738674071,"Laplace","n = 50"
"Laplace",50,1.75,0.0679,0.0631333167739715,0.0729985346179672,4.49581862865076,"Laplace","n = 50"
"Laplace",50,1.8,0.0607,0.0561865628244272,0.0655508181440493,4.79553987056081,"Laplace","n = 50"
"Laplace",50,1.85,0.053,0.0487781606143201,0.0575651339290647,5.09526111247086,"Laplace","n = 50"
"Laplace",50,1.9,0.0474,0.0434061872899106,0.0517414080352258,5.39498235438091,"Laplace","n = 50"
"Laplace",50,1.95,0.0426,0.0388142881290349,0.04673699358046,5.69470359629096,"Laplace","n = 50"
"Laplace",50,2,0.0381,0.0345217887649311,0.0420329489299,5.99442483820101,"Laplace","n = 50"
"Laplace",100,0,1,0.999616001629323,1,-8.47739690481002,"Laplace","n = 100"
"Laplace",100,0.05,1,0.999616001629323,1,-8.05352705956951,"Laplace","n = 100"
"Laplace",100,0.1,1,0.999616001629323,1,-7.62965721432901,"Laplace","n = 100"
"Laplace",100,0.15,1,0.999616001629323,1,-7.20578736908851,"Laplace","n = 100"
"Laplace",100,0.2,1,0.999616001629323,1,-6.78191752384801,"Laplace","n = 100"
"Laplace",100,0.25,1,0.999616001629323,1,-6.35804767860751,"Laplace","n = 100"
"Laplace",100,0.3,1,0.999616001629323,1,-5.93417783336701,"Laplace","n = 100"
"Laplace",100,0.35,1,0.999616001629323,1,-5.51030798812651,"Laplace","n = 100"
"Laplace",100,0.4,1,0.999616001629323,1,-5.08643814288601,"Laplace","n = 100"
"Laplace",100,0.45,1,0.999616001629323,1,-4.66256829764551,"Laplace","n = 100"
"Laplace",100,0.5,0.9989,0.998031197079969,0.99938564934577,-4.23869845240501,"Laplace","n = 100"
"Laplace",100,0.55,0.9963,0.994904491255017,0.997314351962249,-3.81482860716451,"Laplace","n = 100"
"Laplace",100,0.6,0.9905,0.988401464294136,0.99222183330423,-3.39095876192401,"Laplace","n = 100"
"Laplace",100,0.65,0.9748,0.971540967304029,0.977694387843177,-2.96708891668351,"Laplace","n = 100"
"Laplace",100,0.7,0.9449,0.94025460060638,0.949203717643392,-2.543219071443,"Laplace","n = 100"
"Laplace",100,0.75,0.8975,0.891401879263923,0.903292842031389,-2.1193492262025,"Laplace","n = 100"
"Laplace",100,0.8,0.8327,0.825257094576185,0.839887392907967,-1.695479380962,"Laplace","n = 100"
"Laplace",100,0.85,0.7582,0.749709825966293,0.766491877275089,-1.2716095357215,"Laplace","n = 100"
"Laplace",100,0.9,0.6731,0.66384124868931,0.682225811074762,-0.847739690481001,"Laplace","n = 100"
"Laplace",100,0.95,0.5847,0.57501108824698,0.594323862429028,-0.4238698452405,"Laplace","n = 100"
"Laplace",100,1,0.4959,0.486103965494448,0.505699183292192,0,"Laplace","n = 100"
"Laplace",100,1.05,0.4109,0.401293038331773,0.420575390177881,0.423869845240501,"Laplace","n = 100"
"Laplace",100,1.1,0.3372,0.327998278894492,0.346526750975,0.847739690481002,"Laplace","n = 100"
"Laplace",100,1.15,0.2717,0.263070273794344,0.280505059861706,1.2716095357215,"Laplace","n = 100"
"Laplace",100,1.2,0.2151,0.207156874967789,0.223261927303823,1.695479380962,"Laplace","n = 100"
"Laplace",100,1.25,0.17,0.162764774887376,0.177488664037271,2.1193492262025,"Laplace","n = 100"
"Laplace",100,1.3,0.1345,0.127952986239665,0.141327716569299,2.543219071443,"Laplace","n = 100"
"Laplace",100,1.35,0.1054,0.0995323489873784,0.11157070252676,2.96708891668351,"Laplace","n = 100"
"Laplace",100,1.4,0.0845,0.0792068937525625,0.0901122088934697,3.39095876192401,"Laplace","n = 100"
"Laplace",100,1.45,0.0678,0.0630367192710174,0.0728952089205954,3.81482860716451,"Laplace","n = 100"
"Laplace",100,1.5,0.0535,0.049258495902062,0.0580844146429522,4.23869845240501,"Laplace","n = 100"
"Laplace",100,1.55,0.0411,0.037382024827491,0.045170408877116,4.66256829764551,"Laplace","n = 100"
"Laplace",100,1.6,0.0332,0.0298639100202967,0.0368945908585669,5.08643814288601,"Laplace","n = 100"
"Laplace",100,1.65,0.0258,0.0228700652288989,0.0290941188258508,5.51030798812651,"Laplace","n = 100"
"Laplace",100,1.7,0.022,0.019303308176877,0.0250637942654898,5.93417783336701,"Laplace","n = 100"
"Laplace",100,1.75,0.0176,0.0152018828930549,0.0203685987349739,6.35804767860751,"Laplace","n = 100"
"Laplace",100,1.8,0.0134,0.0113259817200134,0.0158477254943291,6.78191752384801,"Laplace","n = 100"
"Laplace",100,1.85,0.0106,0.00877235099287496,0.0128035066123433,7.20578736908851,"Laplace","n = 100"
"Laplace",100,1.9,0.0085,0.00687990595244201,0.0104975644459331,7.62965721432902,"Laplace","n = 100"
"Laplace",100,1.95,0.0072,0.00572169385772118,0.00905677493641767,8.05352705956952,"Laplace","n = 100"
"Laplace",100,2,0.0062,0.00483978481188496,0.00793945197899524,8.47739690481002,"Laplace","n = 100"
"Laplace",200,0,1,0.999616001629323,1,-11.988849676402,"Laplace","n = 200"
"Laplace",200,0.05,1,0.999616001629323,1,-11.3894071925819,"Laplace","n = 200"
"Laplace",200,0.1,1,0.999616001629323,1,-10.7899647087618,"Laplace","n = 200"
"Laplace",200,0.15,1,0.999616001629323,1,-10.1905222249417,"Laplace","n = 200"
"Laplace",200,0.2,1,0.999616001629323,1,-9.59107974112162,"Laplace","n = 200"
"Laplace",200,0.25,1,0.999616001629323,1,-8.99163725730152,"Laplace","n = 200"
"Laplace",200,0.3,1,0.999616001629323,1,-8.39219477348142,"Laplace","n = 200"
"Laplace",200,0.35,1,0.999616001629323,1,-7.79275228966131,"Laplace","n = 200"
"Laplace",200,0.4,1,0.999616001629323,1,-7.19330980584121,"Laplace","n = 200"
"Laplace",200,0.45,1,0.999616001629323,1,-6.59386732202111,"Laplace","n = 200"
"Laplace",200,0.5,1,0.999616001629323,1,-5.99442483820101,"Laplace","n = 200"
"Laplace",200,0.55,1,0.999616001629323,1,-5.39498235438091,"Laplace","n = 200"
"Laplace",200,0.6,0.9999,0.999433731102599,0.999982347326399,-4.79553987056081,"Laplace","n = 200"
"Laplace",200,0.65,0.9976,0.9964312236309,0.998386621190602,-4.19609738674071,"Laplace","n = 200"
"Laplace",200,0.7,0.9909,0.98884116893745,0.99258182146222,-3.59665490292061,"Laplace","n = 200"
"Laplace",200,0.75,0.9667,0.963000354642558,0.970041221278252,-2.99721241910051,"Laplace","n = 200"
"Laplace",200,0.8,0.9198,0.914314066251401,0.924963528716578,-2.3977699352804,"Laplace","n = 200"
"Laplace",200,0.85,0.8451,0.837876272967148,0.852058691357411,-1.7983274514603,"Laplace","n = 200"
"Laplace",200,0.9,0.7429,0.734242135080419,0.751371318511106,-1.1988849676402,"Laplace","n = 200"
"Laplace",200,0.95,0.6283,0.618780724299138,0.637720741718946,-0.5994424838201,"Laplace","n = 200"
"Laplace",200,1,0.5035,0.493700957781353,0.513296354230052,0,"Laplace","n = 200"
"Laplace",200,1.05,0.3904,0.380882341766114,0.400001830676739,0.599442483820102,"Laplace","n = 200"
"Laplace",200,1.1,0.2885,0.279702641584347,0.297459789726449,1.1988849676402,"Laplace","n = 200"
"Laplace",200,1.15,0.2079,0.200059272900685,0.215965058947464,1.7983274514603,"Laplace","n = 200"
"Laplace",200,1.2,0.1468,0.139999195511455,0.153872060937591,2.39776993528041,"Laplace","n = 200"
"Laplace",200,1.25,0.0981,0.092423496498031,0.104085161392319,2.99721241910051,"Laplace","n = 200"
"Laplace",200,1.3,0.0682,0.0634231276804913,0.073308493312425,3.59665490292061,"Laplace","n = 200"
"Laplace",200,1.35,0.0434,0.0395787116815283,0.0475719556305735,4.19609738674071,"Laplace","n = 200"
"Laplace",200,1.4,0.0288,0.0256986559552537,0.0322632241092719,4.79553987056081,"Laplace","n = 200"
"Laplace",200,1.45,0.0197,0.0171550099306644,0.0226138589042075,5.39498235438091,"Laplace","n = 200"
"Laplace",200,1.5,0.0113,0.009407908789373,0.0135674112181263,5.99442483820101,"Laplace","n = 200"
"Laplace",200,1.55,0.008,0.00643305005119701,0.00994480434554876,6.59386732202111,"Laplace","n = 200"
"Laplace",200,1.6,0.0056,0.004315267073552,0.00726443051537301,7.19330980584121,"Laplace","n = 200"
"Laplace",200,1.65,0.0031,0.00218486452450369,0.00439675305627471,7.79275228966132,"Laplace","n = 200"
"Laplace",200,1.7,0.0019,0.00121674415962871,0.00296579501723932,8.39219477348142,"Laplace","n = 200"
"Laplace",200,1.75,0.0014,0.000834162028874972,0.00234876114636373,8.99163725730152,"Laplace","n = 200"
"Laplace",200,1.8,9e-04,0.000473577060585006,0.00170973011302437,9.59107974112162,"Laplace","n = 200"
"Laplace",200,1.85,7e-04,0.00033912633168796,0.00144433444126969,10.1905222249417,"Laplace","n = 200"
"Laplace",200,1.9,5e-04,0.000213588426163826,0.00117002594614209,10.7899647087618,"Laplace","n = 200"
"Laplace",200,1.95,3e-04,0.00010203219941781,0.000881735772236379,11.3894071925819,"Laplace","n = 200"
"Laplace",200,2,2e-04,5.48489273208578e-05,0.000728995844007467,11.988849676402,"Laplace","n = 200"
"Laplace",500,0,1,0.999616001629323,1,-18.9560357514015,"Laplace","n = 500"
"Laplace",500,0.05,1,0.999616001629323,1,-18.0082339638314,"Laplace","n = 500"
"Laplace",500,0.1,1,0.999616001629323,1,-17.0604321762614,"Laplace","n = 500"
"Laplace",500,0.15,1,0.999616001629323,1,-16.1126303886913,"Laplace","n = 500"
"Laplace",500,0.2,1,0.999616001629323,1,-15.1648286011212,"Laplace","n = 500"
"Laplace",500,0.25,1,0.999616001629323,1,-14.2170268135511,"Laplace","n = 500"
"Laplace",500,0.3,1,0.999616001629323,1,-13.2692250259811,"Laplace","n = 500"
"Laplace",500,0.35,1,0.999616001629323,1,-12.321423238411,"Laplace","n = 500"
"Laplace",500,0.4,1,0.999616001629323,1,-11.3736214508409,"Laplace","n = 500"
"Laplace",500,0.45,1,0.999616001629323,1,-10.4258196632708,"Laplace","n = 500"
"Laplace",500,0.5,1,0.999616001629323,1,-9.47801787570075,"Laplace","n = 500"
"Laplace",500,0.55,1,0.999616001629323,1,-8.53021608813068,"Laplace","n = 500"
"Laplace",500,0.6,1,0.999616001629323,1,-7.5824143005606,"Laplace","n = 500"
"Laplace",500,0.65,1,0.999616001629323,1,-6.63461251299053,"Laplace","n = 500"
"Laplace",500,0.7,0.9998,0.999271004155992,0.999945151072679,-5.68681072542045,"Laplace","n = 500"
"Laplace",500,0.75,0.9977,0.996550922517711,0.998466845504117,-4.73900893785038,"Laplace","n = 500"
"Laplace",500,0.8,0.9857,0.983179517246182,0.987847466736543,-3.7912071502803,"Laplace","n = 500"
"Laplace",500,0.85,0.9455,0.940877344129093,0.949780513322634,-2.84340536271023,"Laplace","n = 500"
"Laplace",500,0.9,0.8509,0.843784157746242,0.857746352197217,-1.89560357514015,"Laplace","n = 500"
"Laplace",500,0.95,0.6947,0.685600351163313,0.703650119871146,-0.947801787570074,"Laplace","n = 500"
"Laplace",500,1,0.5028,0.493001140193847,0.512596709415277,0,"Laplace","n = 500"
"Laplace",500,1.05,0.3261,0.316980293957296,0.335353260676025,0.947801787570076,"Laplace","n = 500"
"Laplace",500,1.1,0.1888,0.181249729643078,0.196589270942831,1.89560357514015,"Laplace","n = 500"
"Laplace",500,1.15,0.0938,0.0882406682176809,0.0996712920586568,2.84340536271023,"Laplace","n = 500"
"Laplace",500,1.2,0.0464,0.0424485143793625,0.0506998489425152,3.7912071502803,"Laplace","n = 500"
"Laplace",500,1.25,0.0235,0.0207088571117907,0.0266570933354641,4.73900893785038,"Laplace","n = 500"
"Laplace",500,1.3,0.0103,0.00850063227387747,0.0124754557303632,5.68681072542045,"Laplace","n = 500"
"Laplace",500,1.35,0.0043,0.00319407440153684,0.00578662158315194,6.63461251299053,"Laplace","n = 500"
"Laplace",500,1.4,0.0013,0.000759911872579653,0.00222308810233318,7.58241430056061,"Laplace","n = 500"
"Laplace",500,1.45,6e-04,0.000275013476330998,0.00130852409630079,8.53021608813068,"Laplace","n = 500"
"Laplace",500,1.5,3e-04,0.00010203219941781,0.000881735772236379,9.47801787570075,"Laplace","n = 500"
"Laplace",500,1.55,0,0,0.000383998370676596,10.4258196632708,"Laplace","n = 500"
"Laplace",500,1.6,0,0,0.000383998370676596,11.3736214508409,"Laplace","n = 500"
"Laplace",500,1.65,0,0,0.000383998370676596,12.321423238411,"Laplace","n = 500"
"Laplace",500,1.7,0,0,0.000383998370676596,13.2692250259811,"Laplace","n = 500"
"Laplace",500,1.75,0,0,0.000383998370676596,14.2170268135511,"Laplace","n = 500"
"Laplace",500,1.8,0,0,0.000383998370676596,15.1648286011212,"Laplace","n = 500"
"Laplace",500,1.85,0,0,0.000383998370676596,16.1126303886913,"Laplace","n = 500"
"Laplace",500,1.9,0,0,0.000383998370676596,17.0604321762614,"Laplace","n = 500"
"Laplace",500,1.95,0,0,0.000383998370676596,18.0082339638314,"Laplace","n = 500"
"Laplace",500,2,0,0,0.000383998370676596,18.9560357514015,"Laplace","n = 500"
"Logistic",25,0,1,0.999616001629323,1,-5.1809954952193,"Logistic","n = 25"
"Logistic",25,0.05,1,0.999616001629323,1,-4.92194572045834,"Logistic","n = 25"
"Logistic",25,0.1,1,0.999616001629323,1,-4.66289594569737,"Logistic","n = 25"
"Logistic",25,0.15,1,0.999616001629323,1,-4.40384617093641,"Logistic","n = 25"
"Logistic",25,0.2,1,0.999616001629323,1,-4.14479639617544,"Logistic","n = 25"
"Logistic",25,0.25,1,0.999616001629323,1,-3.88574662141448,"Logistic","n = 25"
"Logistic",25,0.3,0.9997,0.999118264227764,0.999897967800582,-3.62669684665351,"Logistic","n = 25"
"Logistic",25,0.35,0.9986,0.997651238853636,0.999165837971125,-3.36764707189255,"Logistic","n = 25"
"Logistic",25,0.4,0.995,0.993414742683868,0.996205098929162,-3.10859729713158,"Logistic","n = 25"
"Logistic",25,0.45,0.9874,0.985019110620117,0.989406567768147,-2.84954752237062,"Logistic","n = 25"
"Logistic",25,0.5,0.9702,0.966682567280577,0.973356320651639,-2.59049774760965,"Logistic","n = 25"
"Logistic",25,0.55,0.9475,0.942954255416206,0.951702066042039,-2.33144797284869,"Logistic","n = 25"
"Logistic",25,0.6,0.917,0.911431347857505,0.922248397501351,-2.07239819808772,"Logistic","n = 25"
"Logistic",25,0.65,0.8767,0.870110967442479,0.882999728185053,-1.81334842332676,"Logistic","n = 25"
"Logistic",25,0.7,0.8293,0.821799583038755,0.836547515634317,-1.55429864856579,"Logistic","n = 25"
"Logistic",25,0.75,0.7763,0.768027153731178,0.784360648769186,-1.29524887380483,"Logistic","n = 25"
"Logistic",25,0.8,0.7247,0.715860491852678,0.73336693927954,-1.03619909904386,"Logistic","n = 25"
"Logistic",25,0.85,0.6681,0.658807617886433,0.677263281861345,-0.777149324282895,"Logistic","n = 25"
"Logistic",25,0.9,0.6081,0.598492191611873,0.617624787940387,-0.51809954952193,"Logistic","n = 25"
"Logistic",25,0.95,0.5529,0.543136718743891,0.562622654228492,-0.259049774760965,"Logistic","n = 25"
"Logistic",25,1,0.501,0.491201697405405,0.510797534597853,0,"Logistic","n = 25"
"Logistic",25,1.05,0.4519,0.442165957242861,0.461670983400398,0.259049774760965,"Logistic","n = 25"
"Logistic",25,1.1,0.4027,0.39312666250866,0.412348063574274,0.518099549521931,"Logistic","n = 25"
"Logistic",25,1.15,0.3629,0.353530089545084,0.372375202808155,0.777149324282896,"Logistic","n = 25"
"Logistic",25,1.2,0.3265,0.317377237642326,0.335756009792299,1.03619909904386,"Logistic","n = 25"
"Logistic",25,1.25,0.2916,0.28277335739677,0.300586693124128,1.29524887380483,"Logistic","n = 25"
"Logistic",25,1.3,0.2657,0.257133902155085,0.274446039481414,1.55429864856579,"Logistic","n = 25"
"Logistic",25,1.35,0.2367,0.228471136636346,0.245131076905652,1.81334842332676,"Logistic","n = 25"
"Logistic",25,1.4,0.2131,0.205184946034144,0.221235392230951,2.07239819808772,"Logistic","n = 25"
"Logistic",25,1.45,0.1907,0.183119554965923,0.198517986426178,2.33144797284869,"Logistic","n = 25"
"Logistic",25,1.5,0.1725,0.165221086423807,0.180030432508986,2.59049774760965,"Logistic","n = 25"
"Logistic",25,1.55,0.1538,0.146862342234548,0.161003538237308,2.84954752237062,"Logistic","n = 25"
"Logistic",25,1.6,0.1394,0.132749762116381,0.146327177508551,3.10859729713158,"Logistic","n = 25"
"Logistic",25,1.65,0.1257,0.119345893160607,0.132341568019682,3.36764707189255,"Logistic","n = 25"
"Logistic",25,1.7,0.1129,0.106845347377132,0.119251944161446,3.62669684665351,"Logistic","n = 25"
"Logistic",25,1.75,0.1016,0.095830671835656,0.107675298066099,3.88574662141448,"Logistic","n = 25"
"Logistic",25,1.8,0.0921,0.0865879865188058,0.0979252793519922,4.14479639617544,"Logistic","n = 25"
"Logistic",25,1.85,0.0839,0.0786247151789672,0.0894948482651099,4.40384617093641,"Logistic","n = 25"
"Logistic",25,1.9,0.0757,0.0706769181496784,0.0810489428676778,4.66289594569737,"Logistic","n = 25"
"Logistic",25,1.95,0.0684,0.0636163502204896,0.0735151171730784,4.92194572045834,"Logistic","n = 25"
"Logistic",25,2,0.0625,0.0579216187406575,0.0674143798336845,5.1809954952193,"Logistic","n = 25"
"Logistic",50,0,1,0.999616001629323,1,-7.32703409593305,"Logistic","n = 50"
"Logistic",50,0.05,1,0.999616001629323,1,-6.9606823911364,"Logistic","n = 50"
"Logistic",50,0.1,1,0.999616001629323,1,-6.59433068633974,"Logistic","n = 50"
"Logistic",50,0.15,1,0.999616001629323,1,-6.22797898154309,"Logistic","n = 50"
"Logistic",50,0.2,1,0.999616001629323,1,-5.86162727674644,"Logistic","n = 50"
"Logistic",50,0.25,1,0.999616001629323,1,-5.49527557194979,"Logistic","n = 50"
"Logistic",50,0.3,1,0.999616001629323,1,-5.12892386715313,"Logistic","n = 50"
"Logistic",50,0.35,1,0.999616001629323,1,-4.76257216235648,"Logistic","n = 50"
"Logistic",50,0.4,1,0.999616001629323,1,-4.39622045755983,"Logistic","n = 50"
"Logistic",50,0.45,0.9997,0.999118264227764,0.999897967800582,-4.02986875276318,"Logistic","n = 50"
"Logistic",50,0.5,0.9978,0.996671040799947,0.998546650422207,-3.66351704796652,"Logistic","n = 50"
"Logistic",50,0.55,0.9896,0.987415147909437,0.991408840885996,-3.29716534316987,"Logistic","n = 50"
"Logistic",50,0.6,0.9734,0.970059781936824,0.976376648405819,-2.93081363837322,"Logistic","n = 50"
"Logistic",50,0.65,0.9502,0.945760899176802,0.95429334869024,-2.56446193357657,"Logistic","n = 50"
"Logistic",50,0.7,0.9148,0.909167640409743,0.920113794541943,-2.19811022877991,"Logistic","n = 50"
"Logistic",50,0.75,0.8654,0.858570224497436,0.871949149493273,-1.83175852398326,"Logistic","n = 50"
"Logistic",50,0.8,0.8012,0.793262825461982,0.808905853919522,-1.46540681918661,"Logistic","n = 50"
"Logistic",50,0.85,0.7304,0.721615367322403,0.739007686228389,-1.09905511438996,"Logistic","n = 50"
"Logistic",50,0.9,0.6545,0.645122036335287,0.663759308168173,-0.732703409593305,"Logistic","n = 50"
"Logistic",50,0.95,0.5774,0.567690400739895,0.587050156312324,-0.366351704796652,"Logistic","n = 50"
"Logistic",50,1,0.4985,0.488702681886851,0.508298470108261,0,"Logistic","n = 50"
"Logistic",50,1.05,0.427,0.417335042087494,0.436721021674625,0.366351704796653,"Logistic","n = 50"
"Logistic",50,1.1,0.3682,0.358799070037645,0.377702151932865,0.732703409593305,"Logistic","n = 50"
"Logistic",50,1.15,0.312,0.302992942501348,0.321151440886026,1.09905511438996,"Logistic","n = 50"
"Logistic",50,1.2,0.2615,0.252979656480583,0.27020351074223,1.46540681918661,"Logistic","n = 50"
"Logistic",50,1.25,0.2197,0.211693378193256,0.227921891293345,1.83175852398326,"Logistic","n = 50"
"Logistic",50,1.3,0.1801,0.172691717557137,0.187753964600422,2.19811022877991,"Logistic","n = 50"
"Logistic",50,1.35,0.1487,0.141861527676175,0.155808269579062,2.56446193357657,"Logistic","n = 50"
"Logistic",50,1.4,0.1234,0.117097990340024,0.12999123723277,2.93081363837322,"Logistic","n = 50"
"Logistic",50,1.45,0.1019,0.0961228179968631,0.10798292150587,3.29716534316987,"Logistic","n = 50"
"Logistic",50,1.5,0.0852,0.0798862054580565,0.0908323595902568,3.66351704796652,"Logistic","n = 50"
"Logistic",50,1.55,0.0718,0.0669029544182109,0.0770259017864365,4.02986875276318,"Logistic","n = 50"
"Logistic",50,1.6,0.0599,0.0554157974265097,0.0647221979393598,4.39622045755983,"Logistic","n = 50"
"Logistic",50,1.65,0.0504,0.0462822019715975,0.0548630893633149,4.76257216235648,"Logistic","n = 50"
"Logistic",50,1.7,0.0435,0.0396742908030334,0.0476762997093944,5.12892386715314,"Logistic","n = 50"
"Logistic",50,1.75,0.0363,0.0328086111182889,0.0401475089706765,5.49527557194979,"Logistic","n = 50"
"Logistic",50,1.8,0.0296,0.0264545937507927,0.0331066719163399,5.86162727674644,"Logistic","n = 50"
"Logistic",50,1.85,0.0247,0.0218355819180774,0.0279294469330877,6.22797898154309,"Logistic","n = 50"
"Logistic",50,1.9,0.0214,0.018742041849824,0.0244255213905876,6.59433068633974,"Logistic","n = 50"
"Logistic",50,1.95,0.0184,0.0159449025597907,0.021224964670845,6.9606823911364,"Logistic","n = 50"
"Logistic",50,2,0.0156,0.0133505367791475,0.0182214808423639,7.32703409593305,"Logistic","n = 50"
"Logistic",100,0,1,0.999616001629323,1,-10.3619909904386,"Logistic","n = 100"
"Logistic",100,0.05,1,0.999616001629323,1,-9.84389144091667,"Logistic","n = 100"
"Logistic",100,0.1,1,0.999616001629323,1,-9.32579189139475,"Logistic","n = 100"
"Logistic",100,0.15,1,0.999616001629323,1,-8.80769234187281,"Logistic","n = 100"
"Logistic",100,0.2,1,0.999616001629323,1,-8.28959279235088,"Logistic","n = 100"
"Logistic",100,0.25,1,0.999616001629323,1,-7.77149324282895,"Logistic","n = 100"
"Logistic",100,0.3,1,0.999616001629323,1,-7.25339369330702,"Logistic","n = 100"
"Logistic",100,0.35,1,0.999616001629323,1,-6.73529414378509,"Logistic","n = 100"
"Logistic",100,0.4,1,0.999616001629323,1,-6.21719459426316,"Logistic","n = 100"
"Logistic",100,0.45,1,0.999616001629323,1,-5.69909504474123,"Logistic","n = 100"
"Logistic",100,0.5,1,0.999616001629323,1,-5.1809954952193,"Logistic","n = 100"
"Logistic",100,0.55,0.9998,0.999271004155992,0.999945151072679,-4.66289594569737,"Logistic","n = 100"
"Logistic",100,0.6,0.9973,0.996074405846301,0.998143669374224,-4.14479639617544,"Logistic","n = 100"
"Logistic",100,0.65,0.9912,0.989171535894861,0.992851224105787,-3.62669684665351,"Logistic","n = 100"
"Logistic",100,0.7,0.9751,0.971858680211047,0.977976444537136,-3.10859729713158,"Logistic","n = 100"
"Logistic",100,0.75,0.9421,0.93735038649858,0.946510082142068,-2.59049774760965,"Logistic","n = 100"
"Logistic",100,0.8,0.8901,0.883819466215629,0.89608093825557,-2.07239819808772,"Logistic","n = 100"
"Logistic",100,0.85,0.8132,0.805441274484012,0.820718188936596,-1.55429864856579,"Logistic","n = 100"
"Logistic",100,0.9,0.7175,0.708593723116556,0.7262392375922,-1.03619909904386,"Logistic","n = 100"
"Logistic",100,0.95,0.6093,0.599696966195082,0.618819091761088,-0.51809954952193,"Logistic","n = 100"
"Logistic",100,1,0.5055,0.49570054238992,0.515295233628002,0,"Logistic","n = 100"
"Logistic",100,1.05,0.4036,0.394022836174543,0.413251198711323,0.518099549521931,"Logistic","n = 100"
"Logistic",100,1.1,0.3142,0.305174730518869,0.323367963275674,1.03619909904386,"Logistic","n = 100"
"Logistic",100,1.15,0.2401,0.231828945356401,0.248570656996677,1.55429864856579,"Logistic","n = 100"
"Logistic",100,1.2,0.1791,0.171708449642627,0.186738000511673,2.07239819808772,"Logistic","n = 100"
"Logistic",100,1.25,0.1349,0.128344450689294,0.141735944920974,2.59049774760965,"Logistic","n = 100"
"Logistic",100,1.3,0.0977,0.092034248024847,0.103674717064199,3.10859729713158,"Logistic","n = 100"
"Logistic",100,1.35,0.0717,0.0668062416135247,0.0769226913907969,3.62669684665351,"Logistic","n = 100"
"Logistic",100,1.4,0.0516,0.0474338044280096,0.0561105653108132,4.14479639617544,"Logistic","n = 100"
"Logistic",100,1.45,0.0373,0.0337600888029582,0.0411952632892659,4.66289594569737,"Logistic","n = 100"
"Logistic",100,1.5,0.0269,0.0239060287545787,0.0302573105037555,5.1809954952193,"Logistic","n = 100"
"Logistic",100,1.55,0.0189,0.0164099461823601,0.0217595370499049,5.69909504474123,"Logistic","n = 100"
"Logistic",100,1.6,0.0142,0.0120605741397967,0.0167125186771527,6.21719459426316,"Logistic","n = 100"
"Logistic",100,1.65,0.0109,0.00904447482955511,0.0131311523766407,6.7352941437851,"Logistic","n = 100"
"Logistic",100,1.7,0.0075,0.00598789788843675,0.0093903405066797,7.25339369330703,"Logistic","n = 100"
"Logistic",100,1.75,0.0051,0.00388131108356161,0.00669877050373408,7.77149324282895,"Logistic","n = 100"
"Logistic",100,1.8,0.0039,0.00285436086877388,0.00532664231461144,8.28959279235088,"Logistic","n = 100"
"Logistic",100,1.85,0.0026,0.00177498837016645,0.00380701320898262,8.80769234187281,"Logistic","n = 100"
